framework_slug,framework_role,control_code,control_short_title,uc_ids,nhi_ids,maturity_level,evidence_url,evidence_quote,citation_keys,quote_type
mitre-attack,ADVERSARY-LENS,T1566,Phishing,UC-F-007;UC-F-013;UC-N-008;UC-N-009,NHI-007;NHI-008;NHI-029;NHI-030,MATURITY-2,https://attack.mitre.org/techniques/T1566/,"Adversaries may send phishing messages to gain access to victim systems.",mitre-attack-t1566,verbatim
mitre-attack,ADVERSARY-LENS,BREACH-okta-2023-10,Okta Customer Support breach,UC-F-001;UC-F-006;UC-F-025;UC-F-027;UC-N-002;UC-N-006;UC-N-017,NHI-007;NHI-029;NHI-030,N/A,https://sec.okta.com/articles/2023/11/unauthorized-access-oktas-customer-support-system-and-okta,"A service account stored within the system in question … signed into an employee's personal Google profile on the Chrome browser of their Okta-managed laptop.",okta-2023-customer-support;okta-2023-harfiles,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-okta-2022-01,Okta LAPSUS Sitel breach,UC-F-007;UC-F-025;UC-N-002;UC-N-006;UC-N-009;UC-N-011,NHI-007;NHI-029;NHI-030,N/A,https://sec.okta.com/articles/2022/04/okta-concludes-its-investigation-january-2022-compromise,"A 25-minute time-frame on January 21 2022 in which the threat actor had access to the Sitel support engineer's workstation.",okta-2022-lapsus-conclusion;okta-2022-lapsus-initial,verbatim
mitre-attack,ADVERSARY-LENS,BREACH-cloudflare-2023-11,Cloudflare Thanksgiving breach,UC-F-006;UC-F-007;UC-F-027;UC-N-002;UC-N-006;UC-N-011,NHI-007;NHI-008;NHI-029;NHI-037,N/A,https://blog.cloudflare.com/thanksgiving-2023-security-incident,"One service token and three service accounts that were not rotated were used by the threat actor … This was our mistake.",cloudflare-2023-thanksgiving,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-circleci-2023-01,CircleCI engineer endpoint breach,UC-F-003;UC-F-004;UC-F-006;UC-F-007;UC-N-006;UC-N-017,NHI-003;NHI-007;NHI-008;NHI-030,N/A,https://circleci.com/blog/jan-4-2023-incident-report/,"An engineer's laptop was compromised … with malware … that was able to execute session cookie theft enabling them to impersonate the targeted employee.",circleci-2023-incident,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-ia-2024-10,Internet Archive Zendesk and GitLab tokens,UC-F-001;UC-F-002;UC-F-006;UC-F-007;UC-N-002;UC-N-006,NHI-007;NHI-008;NHI-029,N/A,https://blog.archive.org/2024/10/18/internet-archive-services-update-2024-10-17/,"Our staff Zendesk email support history was accessed because the API tokens were not rotated.",internet-archive-2024,verbatim
mitre-attack,ADVERSARY-LENS,BREACH-sourcegraph-2023-08,Sourcegraph leaked engineer access token,UC-F-001;UC-F-002;UC-F-006;UC-F-007;UC-N-001;UC-N-008,NHI-007;NHI-008;NHI-029,N/A,https://about.sourcegraph.com/blog/security-update-august-2023,"A site-admin access token … was accidentally committed to a public Sourcegraph pull request on July 14 2023.",sourcegraph-2023,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-lastpass-2022,LastPass source-code to customer-vault,UC-F-006;UC-F-007;UC-F-017;UC-F-026;UC-N-010;UC-N-011,NHI-008;NHI-024;NHI-029;NHI-035,N/A,https://blog.lastpass.com/posts/2022/12/notice-of-recent-security-incident,"The threat actor was able to … target a senior DevOps engineer by exploiting vulnerable third-party software … and ultimately obtain access to the decrypted vault.",lastpass-2022-incident-1;lastpass-2022-incident-2,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-xz-utils-2024-03,xz-utils backdoor supply chain,UC-F-016;UC-N-006;UC-N-012;UC-N-014;UC-F-025,NHI-008;NHI-015;NHI-016;NHI-019,N/A,https://www.openwall.com/lists/oss-security/2024/03/29/4,"I extracted that script and ran it manually … and to my horror found that it was creating a new file in the build tree.",xz-utils-2024-openwall;xz-utils-2024-swtch,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-solarwinds-2020,SolarWinds SUNBURST Golden SAML,UC-F-004;UC-F-016;UC-F-017;UC-F-026;UC-N-010;UC-N-011;UC-N-012;UC-N-013,NHI-003;NHI-008;NHI-015;NHI-016;NHI-024;NHI-025;NHI-006,N/A,https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-352a,"The actors … modify and add new federation trusts to existing tenants … and forge tokens for any user account.",cisa-aa20-352a-solarwinds;microsoft-solorigate-2021,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-storm0558-2023-07,Microsoft Storm-0558 consumer signing key,UC-F-006;UC-F-016;UC-F-017;UC-F-026;UC-N-010;UC-N-011;UC-N-013,NHI-006;NHI-015;NHI-024;NHI-025,N/A,https://msrc.microsoft.com/blog/2023/09/results-of-major-technical-investigations-for-storm-0558-key-acquisition/,"A consumer key was leaked into a crash dump … which was subsequently exfiltrated by Storm-0558.",msrc-storm0558-2023;csrb-storm0558-2024,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-uber-2022-09,Uber MFA-bombing privileged creds,UC-F-001;UC-F-005;UC-F-007;UC-F-013;UC-F-015;UC-F-026;UC-N-002;UC-N-010,NHI-001;NHI-005;NHI-012;NHI-024;NHI-029;NHI-037,N/A,https://www.uber.com/newsroom/security-update/,"The contractor accepted one [MFA prompt] and the attacker successfully logged in … the attacker accessed several … hardcoded admin credentials.",uber-2022-security-update,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-toyota-2022-10,Toyota source-leak AWS key,UC-F-001;UC-F-002;UC-F-003;UC-F-006;UC-N-001;UC-N-002;UC-N-006,NHI-001;NHI-008;NHI-029,N/A,https://global.toyota/en/newsroom/corporate/38095972.html,"A part of the source code … was mistakenly published on GitHub … and contained an access key … to the data server.",toyota-2022-tconnect,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-sumologic-2023-11,Sumo Logic AWS access-key compromise,UC-F-003;UC-F-006;UC-F-007;UC-N-002;UC-N-017,NHI-001;NHI-007;NHI-029,N/A,https://www.sumologic.com/security-response-center/security-incident-update/,"Potentially compromised credential was used to access a Sumo Logic AWS account.",sumologic-2023,verbatim
mitre-attack,ADVERSARY-LENS,BREACH-moveit-2023,MOVEit Cl0p zero-day mass exfiltration,UC-F-007;UC-F-014;UC-F-022;UC-N-006;UC-N-011;UC-N-014,NHI-006;NHI-007;NHI-013;NHI-029;NHI-031,N/A,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a,"CISA and the FBI … identified CVE-2023-34362 a structured-query-language injection vulnerability in Progress Software's managed file transfer (MFT) solution MOVEit Transfer.",cisa-aa23-158a-moveit;progress-moveit-2023,verbatim-elided
mitre-attack,ADVERSARY-LENS,BREACH-snowflake-2024-06,Snowflake-related info-stealer credential reuse,UC-F-003;UC-F-005;UC-F-006;UC-F-007;UC-N-002;UC-N-006;UC-N-011,NHI-001;NHI-005;NHI-007;NHI-029;NHI-037,N/A,https://www.snowflake.com/en/blog/detecting-investigating-targeted-customer-attack-snowflake/,"These attacks … leveraged credentials previously purchased or obtained through infostealing malware … against accounts that … did not have multi-factor authentication enabled.",snowflake-2024;mandiant-unc5537-2024,verbatim-elided
owasp-llm,THREAT-CONTEXT,LLM06:2025,Excessive Agency,UC-F-018;UC-F-028;UC-F-029;UC-F-030,NHI-019;NHI-010,N/A,https://genai.owasp.org/llmrisk/llm062025-excessive-agency/,"Excessive Agency is the vulnerability that enables damaging actions to be performed in response to unexpected, ambiguous or manipulated outputs from an LLM",owasp-llm06-2025,verbatim
